year,regionwb24_hi,incomegroupwb24,pop_adult,account_t_d,mobileaccount_t_d,internet,Predicted_Adoption,countrynewwb,codewb
2014,High income,High income,7260944.0,0.967340576,0.026917143,0.828401699,0.028162284381181058,Austria,AUT
2014,Europe & Central Asia (excluding high income),Upper middle income,7283305.0,0.291514931,0.026917143,0.828401699,0.030578347479999976,Azerbaijan,AZE
2014,High income,High income,1005566.0,0.819393439,0.026917143,0.828401699,0.0257427260898229,Bahrain,BHR
2014,South Asia (excluding high income),Lower middle income,105778630.0,0.309908189,0.026917143,0.828401699,0.026947997669999967,Bangladesh,BGD
2014,Europe & Central Asia (excluding high income),Upper middle income,7971997.0,0.719849861,0.020227271,0.828401699,0.04413349141000003,Belarus,BLR
2014,High income,High income,9263588.0,0.981257531,0.020227271,0.828401699,0.01805282899638894,Belgium,BEL
2014,Latin America & Caribbean (excluding high income),Upper middle income,228016.0,0.482092497,0.020227271,0.828401699,0.0376536954,Belize,BLZ
2014,Sub-Saharan Africa (excluding high income),Lower middle income,6043333.0,0.166208335,0.020227271,0.828401699,0.024735135849999982,Benin,BEN
2014,South Asia (excluding high income),Lower middle income,523289.0,0.33665913,0.027771435,0.828401699,0.036054112940000015,Bhutan,BTN
2014,Latin America & Caribbean (excluding high income),Lower middle income,7120716.0,0.417967196,0.027771435,0.828401699,0.02392733539476517,Bolivia,BOL
2014,Europe & Central Asia (excluding high income),Upper middle income,3077307.0,0.526850299,0.207515244,0.828401699,0.1609212066799998,Bosnia and Herzegovina,BIH
2014,Sub-Saharan Africa (excluding high income),Upper middle income,1405268.0,0.519645703,0.207515244,0.828401699,0.1792787418399998,Botswana,BWA
2014,Latin America & Caribbean (excluding high income),Upper middle income,152293155.0,0.681231585,0.008577455,0.828401699,0.022841308170000005,Brazil,BRA
2014,Europe & Central Asia (excluding high income),Upper middle income,6271977.0,0.629868277,0.030809696,0.828401699,0.057605848630000026,Bulgaria,BGR
2014,Sub-Saharan Africa (excluding high income),Low income,9623020.0,0.143575961,0.030809696,0.828401699,0.03865869711999998,Burkina Faso,BFA
2014,Sub-Saharan Africa (excluding high income),Low income,5630929.0,0.071057586,0.007463846,0.828401699,0.015144836260000025,Burundi,BDI
2014,East Asia & Pacific (excluding high income),Lower middle income,10284331.0,0.221652658,0.132945547,0.828401699,0.011478176524295503,Cambodia,KHM
2014,Sub-Saharan Africa (excluding high income),Lower middle income,12084831.0,0.121777347,0.017966049,0.828401699,0.039408826960000025,Cameroon,CMR
2014,High income,High income,29372810.0,0.99103328,0.057501066,0.828401699,0.013346856365772987,Canada,CAN
2014,Sub-Saharan Africa (excluding high income),Low income,7035329.0,0.124333451,0.057501066,0.828401699,0.04998827818000005,Chad,TCD
2014,High income,High income,14064832.0,0.632588778,0.037898508,0.828401699,0.029970870974765192,Chile,CHL
2014,East Asia & Pacific (excluding high income),Upper middle income,1113693456.0,0.789652608,0.02212442,0.828401699,0.019069971159999997,China,CHN
2014,Latin America & Caribbean (excluding high income),Upper middle income,34309704.0,0.389990168,0.02212442,0.828401699,0.01591195837999999,Colombia,COL
2014,Sub-Saharan Africa (excluding high income),Low income,40959603.0,0.174769844,0.092086641,0.828401699,0.08853745691699098,"Congo, Dem. Rep.",COD
2014,Sub-Saharan Africa (excluding high income),Lower middle income,2849454.0,0.170695977,0.01985446,0.828401699,0.030605780549999958,"Congo, Rep.",COG
2014,Latin America & Caribbean (excluding high income),Upper middle income,3611461.0,0.645530648,0.242613766,0.828401699,0.026783496150000002,Costa Rica,CRI
2014,Sub-Saharan Africa (excluding high income),Lower middle income,13848553.0,0.343220227,0.242613766,0.828401699,0.14640628824000002,Cote d'Ivoire,CIV
2014,High income,High income,3606895.0,0.860250964,0.023180556,0.828401699,0.021761103079999997,Croatia,HRV
2014,High income,High income,991903.0,0.901502022,0.023180556,0.828401699,0.033366559447566224,Cyprus,CYP
2014,High income,High income,8944904.0,0.821782079,0.023180556,0.828401699,0.02606945970953032,Czechia,CZE
2014,High income,High income,4641892.0,1.0,0.023180556,0.828401699,0.05796266076000005,Denmark,DNK
2014,Latin America & Caribbean (excluding high income),Upper middle income,7152325.0,0.540909896,0.023180556,0.828401699,0.044233879159999934,Dominican Republic,DOM
2014,Latin America & Caribbean (excluding high income),Upper middle income,11054660.0,0.462124251,0.011449442,0.828401699,0.013042791489999985,Ecuador,ECU
2014,Middle East & North Africa (excluding high income),Lower middle income,63009609.0,0.14126797,0.011449442,0.828401699,0.016103177919999986,"Egypt, Arab Rep.",EGY
2014,Latin America & Caribbean (excluding high income),Lower middle income,4304307.0,0.367197118,0.045567878,0.828401699,0.01801950091476517,El Salvador,SLV
2014,High income,High income,1110561.0,0.97671671,0.0002789486415923,0.828401699,0.0826009970777873,Estonia,EST
2014,Sub-Saharan Africa (excluding high income),Low income,55109169.0,0.217915817,0.0002789486415923,0.828401699,0.051305294739291706,Ethiopia,ETH
2014,High income,High income,4545771.0,1.0,0.066484249,0.828401699,0.05816224676000006,Finland,FIN
2014,High income,High income,53825137.0,0.965827529,0.066484249,0.828401699,0.04329132501953037,France,FRA
2014,Sub-Saharan Africa (excluding high income),Upper middle income,1209169.0,0.330141832,0.066484249,0.828401699,0.10322534196000006,Gabon,GAB
2014,Europe & Central Asia (excluding high income),Upper middle income,3020250.0,0.396650699,0.130065504,0.828401699,0.10115585143999985,Georgia,GEO
2014,High income,High income,69974132.0,0.987604067,0.130065504,0.828401699,0.08765939901906065,Germany,DEU
2014,Sub-Saharan Africa (excluding high income),Lower middle income,16743744.0,0.405057942,0.130065504,0.828401699,0.22667185921000008,Ghana,GHA
2014,High income,High income,9357686.0,0.875186471,0.017702767,0.828401699,0.019090826714765176,Greece,GRC
2014,Latin America & Caribbean (excluding high income),Upper middle income,9616393.0,0.413492185,0.017702767,0.828401699,0.017495515530000005,Guatemala,GTM
2014,Sub-Saharan Africa (excluding high income),Low income,6293415.0,0.069600173,0.014732857,0.828401699,0.018999266690000027,Guinea,GIN
2014,Latin America & Caribbean (excluding high income),Lower middle income,6636287.0,0.188586778,0.037826898,0.828401699,0.03245728900476518,Haiti,HTI
2014,Latin America & Caribbean (excluding high income),Lower middle income,5672647.0,0.314863604,0.034087009,0.828401699,0.020199039894765174,Honduras,HND
2014,High income,High income,6342961.0,0.961476401,0.023522101,0.828401699,0.05917694846476527,"Hong Kong SAR, China",HKG
2014,High income,High income,8464202.0,0.722568274,0.023522101,0.828401699,0.02780700637,Hungary,HUN
2014,South Asia (excluding high income),Lower middle income,907853291.0,0.5314155,0.023522101,0.828401699,0.02626175827000001,India,IND
2014,East Asia & Pacific (excluding high income),Lower middle income,185894322.0,0.360589893,0.004496315,0.828401699,0.012063024369999993,Indonesia,IDN
2014,Middle East & North Africa (excluding high income),Lower middle income,61676328.0,0.922802533,0.044956916,0.828401699,0.03774007447999996,"Iran, Islamic Rep.",IRN
2014,Middle East & North Africa (excluding high income),Upper middle income,20884823.0,0.109723491,0.009165031,0.828401699,0.012793008739999993,Iraq,IRQ
2014,High income,High income,3629630.0,0.947101387,0.009165031,0.828401699,0.016612008336415917,Ireland,IRL
2014,High income,High income,5787501.0,0.899527758,0.009165031,0.828401699,0.025555678240000046,Israel,ISR
2014,High income,High income,51850742.0,0.873345771,0.009165031,0.828401699,0.012693941979999998,Italy,ITA
2014,Latin America & Caribbean (excluding high income),Upper middle income,2096466.0,0.78458207,0.009165031,0.828401699,0.13255393762641607,Jamaica,JAM
2014,High income,High income,110762343.0,0.966455822,0.004686658,0.828401699,0.026657779669999954,Japan,JPN
2014,Middle East & North Africa (excluding high income),Upper middle income,5205320.0,0.246159099,0.004686658,0.828401699,0.014938321420000004,Jordan,JOR
2014,Europe & Central Asia (excluding high income),Upper middle income,12875804.0,0.539074168,0.583926337,0.828401699,0.4444696437800005,Kazakhstan,KAZ
2014,Sub-Saharan Africa (excluding high income),Lower middle income,25714887.0,0.746578329,0.583926337,0.828401699,0.47421674379000023,Kenya,KEN
